,Name,Sex,Team,Sport,Medal,Medal_Count
4945,Jenni Anna Christina Asserholt,F,Sweden,Ice Hockey,Silver,1
4946,Jennie Idell Reed (-Madden),F,United States,Cycling,Silver,1
4947,Jennie Lynn Finch (-Daigle),F,United States,Softball,Silver,1
4948,"Jennifer ""Jenn"" Stuczynski-Suhr",F,United States,Athletics,Silver,1
4949,"Jennifer ""Jenni"" Screen (-Mottram)",F,Australia,Basketball,Silver,1
4950,"Jennifer ""Jenny"" Pareja Lisalde",F,Spain,Water Polo,Silver,1
4951,"Jennifer Anne ""Jen"" Kessy",F,United States-2,Beach Volleyball,Silver,1
4952,Jennifer Claire Joines (-Tamas),F,United States,Volleyball,Silver,1
4953,Jennifer Digbeu (-Gadiou),F,France,Basketball,Silver,1
4954,"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",F,United States,Swimming,Silver,3
4955,"Jennifer Hazel ""Jenny"" Whittle",F,Australia,Basketball,Silver,1
4956,Jennifer Heil,F,Canada,Freestyle Skiing,Silver,1
4957,"Jennifer J. Fetter ""JJ"" Isler",F,United States,Sailing,Silver,1
4958,"Jennifer Lee ""Jenny"" Fish (-Baker)",F,United States,Speed Skating,Silver,1
4959,Jennifer Lori Botterill,F,Canada,Ice Hockey,Silver,1
4960,"Jennifer Lynn ""Jenny"" Schmidgall-Potter",F,United States,Ice Hockey,Silver,2
4961,Jennifer Valente,F,United States,Cycling,Silver,1
4962,Jennison Heaton,M,United States-1,Bobsleigh,Silver,1
4963,Jenny Elisabeth Lindqvist,F,Sweden,Ice Hockey,Silver,1
4964,Jenny Wolf (-Lotze),F,Germany,Speed Skating,Silver,1
4965,Jens Arne Svartedal,M,Norway,Cross Country Skiing,Silver,1
4966,Jens Filbrich,M,Germany,Cross Country Skiing,Silver,1
4967,Jens Gaiser,M,Germany,Nordic Combined,Silver,1
4968,Jens Houmller Klemmensen,M,Denmark,Art Competitions,Silver,1
4969,Jens Ingemar Johansson,M,Sweden,Boxing,Silver,1
4970,Jens Johan Salvesen,M,Lyn-2,Sailing,Silver,1
4971,Jens Kirkegaard,M,Denmark,Gymnastics,Silver,1
4972,Jens Kristian Jensen (-Byge),M,Denmark,Gymnastics,Silver,1
4973,Jens Kruppa,M,Germany,Swimming,Silver,1
4974,Jens Lehmann,M,Germany,Cycling,Silver,2
4975,Jens Lorentzen,M,Denmark,Gymnastics,Silver,1
4976,Jens Olaf Pedersen,M,Denmark,Gymnastics,Silver,1
4977,Jens Peter Martinus Laursen,M,Denmark,Gymnastics,Silver,1
4978,Jens Veders Stamp Lambk,M,Denmark,Gymnastics,Silver,1
4979,Jens Weiflog,M,East Germany,Ski Jumping,Silver,1
4980,Jens-Erik Madsen,M,Denmark,Cycling,Silver,1
4981,Jeon Byeong-Gwan,M,South Korea,Weightlifting,Silver,1
4982,Jeon Jong-Gwon,M,South Korea,Hockey,Silver,1
4983,Jeon Jong-Ha,M,South Korea,Hockey,Silver,1
4984,Jeon Yeong-Seon,F,South Korea,Hockey,Silver,1
4985,Jeong Bo-Kyeong,F,South Korea,Judo,Silver,1
4986,Jeong Bu-Gyeong,M,South Korea,Judo,Silver,1
4987,Jeong Eun-Gyeong,F,South Korea,Hockey,Silver,1
4988,Jeong Hoe-Sun,F,South Korea,Handball,Silver,1
4989,Jeong Hyo-Jeong,F,South Korea,Fencing,Silver,1
4990,Jeong Jae-Heon,M,South Korea,Archery,Silver,1
4991,Jeong Myeong-Hui,F,South Korea,Basketball,Silver,1
4992,Jeong Sang-Hyeon,F,South Korea,Hockey,Silver,1
4993,Jeong Seon-Yong,F,South Korea,Judo,Silver,1
4994,Jeong Sin-Jo,M,South Korea,Boxing,Silver,1
4995,Jeong Sun-Bok,F,South Korea,Handball,Silver,1
4996,Jere Kalervo Lehtinen,M,Finland,Ice Hockey,Silver,1
4997,Jeremiah Brown,M,Canada,Rowing,Silver,1
4998,Jeremy Lee Wotherspoon,M,Canada,Speed Skating,Silver,1
4999,Jeremy Matthew Wariner,M,United States,Athletics,Silver,1
5000,Jeremy Porter Linn,M,United States,Swimming,Silver,1
5001,Jeremy Shaffer Roenick,M,United States,Ice Hockey,Silver,1
5002,Jeremy Toljan,M,Germany,Football,Silver,1
5003,Jeret Peterson,M,United States,Freestyle Skiing,Silver,1
5004,"Jerme Alan ""Jerry"" Heidenreich",M,United States,Swimming,Silver,1
5005,Jeroen Petrus Maria Delme,M,Netherlands,Hockey,Silver,1
5006,Jerome Elwell Steever,M,Chicago Athletic Association-2,Water Polo,Silver,1
5007,Jerzy Adamski,M,Poland,Boxing,Silver,1
5008,Jerzy Janusz Opara,M,Poland,Canoeing,Silver,1
5009,Jerzy Jzef Brzczek,M,Poland,Football,Silver,1
5010,Jerzy Pawe Gorgo,M,Poland,Football,Silver,1
5011,Jerzy Pawe Jokiel,M,Poland,Gymnastics,Silver,1
5012,Jerzy Pietrzyk,M,Poland,Athletics,Silver,1
5013,Jerzy Wadysaw Pawowski,M,Poland,Fencing,Silver,3
5014,Jerzy Walerian Braun,M,Poland,Rowing,Silver,1
5015,Jerzy Walerian Skolimowski,M,Poland,Rowing,Silver,1
5016,Jess Mara Lacruz Gmez,M,Spain,Football,Silver,1
5017,Jess Miguel Rolln Prada,M,Spain,Water Polo,Silver,1
5018,Jesse Aaron Smith,M,United States,Water Polo,Silver,1
5019,Jesse Mahieu,M,Netherlands,Hockey,Silver,1
5020,"Jessica Ann ""Jessie"" Vetter",F,United States,Ice Hockey,Silver,2
5021,Jessica Ashwood,F,Australia,Swimming,Silver,1
5022,"Jessica Esther ""Jess"" Fox",F,Australia,Canoeing,Silver,1
5023,Jessica Eva Katarina Samuelsson,F,Sweden,Football,Silver,1
5024,Jessica Gregg,F,Canada,Short Track Speed Skating,Silver,1
5025,Jessica Hewitt,F,Canada,Short Track Speed Skating,Silver,1
5026,"Jessica Jane ""Jess"" Eddie",F,Great Britain,Rowing,Silver,1
5027,Jessica Marie Steffens,F,United States,Water Polo,Silver,1
5028,Jessica Mendoza (-Burks),F,United States,Softball,Silver,1
5029,Jessica Monroe (-Gonin),F,Canada,Rowing,Silver,1
5030,Jessica Phyllis Ennis-Hill,F,Great Britain,Athletics,Silver,1
5031,Jessie Cross (-West),F,United States,Athletics,Silver,1
5032,Jevgenijus uklinas,M,Lithuania,Canoeing,Silver,1
5033,Jevgijs Saproenko,M,Latvia,Gymnastics,Silver,1
5034,Ji Adam,M,Czechoslovakia,Modern Pentathlon,Silver,1
5035,Ji Bubla,M,Czechoslovakia,Ice Hockey,Silver,1
5036,Ji Crha,M,Czechoslovakia,Ice Hockey,Silver,1
5037,Ji Glenn Wallace,M,Australia,Trampolining,Silver,1
5038,Ji Holeek,M,Czechoslovakia,Ice Hockey,Silver,1
5039,Ji Holk,M,Czechoslovakia,Ice Hockey,Silver,2
5040,Ji Hrdina,M,Czechoslovakia,Ice Hockey,Silver,1
5041,Ji Kavan,M,Czechoslovakia,Handball,Silver,1
5042,Ji Kochta,M,Czechoslovakia,Ice Hockey,Silver,1
5043,Ji Kormank,M,Czechoslovakia,Wrestling,Silver,1
5044,Ji Krlk,M,Czechoslovakia,Ice Hockey,Silver,1
5045,Ji Lla,M,Czechoslovakia,Ice Hockey,Silver,1
5046,Ji Novk,M,Czechoslovakia,Ice Hockey,Silver,1
5047,Ji Pecka,M,Czechoslovakia,Canoeing,Silver,1
5048,Ji Raka,M,Czechoslovakia,Ski Jumping,Silver,1
5049,Ji Rohan,M,Czech Republic-1,Canoeing,Silver,1
5050,Ji Rohan,M,Czechoslovakia-1,Canoeing,Silver,1
5051,Ji Seong-Hwan,M,South Korea,Hockey,Silver,1
5052,Ji Yong-Ju,M,South Korea,Boxing,Silver,1
5053,Jiang Tingting,F,China,Synchronized Swimming,Silver,1
5054,Jiang Wenwen,F,China,Synchronized Swimming,Silver,1
5055,Jiang Yonghua,F,China,Cycling,Silver,1
5056,Jiao Liuyang,F,China,Swimming,Silver,1
5057,Jiao Zhimin,F,China,Table Tennis,Silver,1
5058,Jigjidiin Mnkhbat,M,Mongolia,Wrestling,Silver,1
5059,Jiina Hjkov,F,Czechoslovakia,Hockey,Silver,1
5060,Jiina Kadlecov (Kodrov-),F,Czechoslovakia,Hockey,Silver,1
5061,Jiina Kov,F,Czechoslovakia,Hockey,Silver,1
5062,Jiina ermkov (Hrabtov-),F,Czechoslovakia,Hockey,Silver,1
5063,Jill M. Henneberg,F,United States,Equestrianism,Silver,1
5064,"Jillian Cheryl ""Jill"" Richardson-Briscoe",F,Canada,Athletics,Silver,1
5065,Jim Bilba,M,France,Basketball,Silver,1
5066,Jin Deok-San,F,South Korea,Hockey,Silver,1
5067,Jin Jong-O,M,South Korea,Shooting,Silver,2
5068,Jin Won-Sim,F,South Korea,Hockey,Silver,1
5069,Jindich Krepindl,M,Czechoslovakia,Handball,Silver,1
5070,Jindich Maudr,M,Czechoslovakia,Wrestling,Silver,1
5071,Jinelle Lynn Zaugg-Siergiej,F,United States,Ice Hockey,Silver,1
5072,Jing Ruixue,F,China,Wrestling,Silver,1
5073,Jinya Nishikata,M,Japan,Ski Jumping,Silver,1
5074,Jiske Snoeks,F,Netherlands,Hockey,Silver,1
5075,Jn Geleta,M,Czechoslovakia,Football,Silver,1
5076,Jna Kubikov-Posnerov,F,Czechoslovakia,Gymnastics,Silver,2
5077,Jnis Dli,M,Latvia,Athletics,Silver,1
5078,Jnis Krmi,M,Soviet Union,Basketball,Silver,3
5079,Jnis Lsis,M,Soviet Union,Athletics,Silver,1
5080,Jnis Strenga,M,Latvia-1,Bobsleigh,Silver,1
5081,Jnos Garay,M,Hungary,Fencing,Silver,1
5082,Jnos Kajdi,M,Hungary,Boxing,Silver,1
5083,Jnos Krizmanich (Korponai),M,Hungary,Gymnastics,Silver,1
5084,Jnos Mogyorsi-Klencs,M,Hungary,Gymnastics,Silver,1
5085,Jnos Parti,M,Hungary,Canoeing,Silver,2
5086,Jnos Rtkai,M,Hungary,Canoeing,Silver,1
5087,Jo Eun-Hui,F,South Korea,Handball,Silver,1
5088,Jo Eun-Jeong,F,South Korea,Hockey,Silver,1
5089,Jo Gi-Hyang,F,South Korea,Hockey,Silver,1
5090,Jo In-Cheol,M,South Korea,Judo,Silver,1
5091,Jo Qesem Ayela Aleh,F,New Zealand,Sailing,Silver,1
5092,Jo-Wilfried Tsonga,M,France-1,Tennis,Silver,1
5093,Joa Anna Elisabeth Elfsberg (Engvall-),F,Sweden,Ice Hockey,Silver,1
5094,Joachim Brchner Olsen,M,Denmark,Athletics,Silver,1
5095,Joachim Griese,M,West Germany,Sailing,Silver,1
5096,Joachim Halupczok,M,Poland,Cycling,Silver,1
5097,"Joachim Hermanus Jacobus ""Jochem"" Verberne",M,Netherlands,Rowing,Silver,1
5098,Joachim Kunz,M,East Germany,Weightlifting,Silver,1
5099,Joachim Mattern,M,East Germany,Canoeing,Silver,1
5100,Joachim Pirsch,M,Germany,Rowing,Silver,1
5101,Joachim Rademacher,M,Germany,Water Polo,Silver,1
5102,Joan Ann Rosazza,F,United States,Swimming,Silver,1
5103,Joan Capdevila Mndez,M,Spain,Football,Silver,1
5104,Joan Llaneras Rossell,M,Spain,Cycling,Silver,2
5105,Joan Louise Lind (-Van Blom),F,United States,Rowing,Silver,2
5106,Joann Lssov,M,Soviet Union,Basketball,Silver,1
5107,"Joanne Kay ""Jo"" Hill",F,Australia,Basketball,Silver,1
5108,Joanni Maurice Perronet,M,France,Fencing,Silver,1
5109,Joaquim Carvalho Cruz,M,Brazil,Athletics,Silver,1
5110,"Joaqun ""Kim"" Malgosa Morera",M,Spain,Hockey,Silver,1
5111,Joaqun Capilla Prez,M,Mexico,Diving,Silver,1
5112,Joaqun Vzquez Gonzlez,M,Spain,Football,Silver,1
5113,Jocelyne Nicole Lamoureux,F,United States,Ice Hockey,Silver,2
5114,Jochem Simon Uytdehaage,M,Netherlands,Speed Skating,Silver,1
5115,Jochen Danneberg,M,East Germany,Ski Jumping,Silver,1
5116,Jochen Fraatz,M,West Germany,Handball,Silver,1
5117,Jochen Meiner,M,West Germany,Rowing,Silver,1
5118,Jochen Sachse,M,East Germany,Athletics,Silver,1
5119,Jochen Schmann,M,Germany,Sailing,Silver,1
5120,"Jodocus David ""Jody"" Campbell",M,United States,Water Polo,Silver,2
5121,Joe Pack,M,United States,Freestyle Skiing,Silver,1
5122,"Joginder ""Gindi"" Singh",M,India,Hockey,Silver,1
5123,"Johan Anders ""Juho Aarne"" Pekkalainen",M,Nina,Sailing,Silver,1
5124,Johan Anker Johansen (-Iversen),M,Norway,Gymnastics,Silver,1
5125,Johan Arne Olsson,M,Sweden,Cross Country Skiing,Silver,1
5126,"Johan August ""Janne"" Gustafsson",M,Sweden,Shooting,Silver,1
5127,"Johan August ""ge"" Lundstrm",M,Sweden,Equestrianism,Silver,1
5128,Johan Carl Kempe,M,Sweden-2,Tennis,Silver,1
5129,Johan Charlie Sjstrand,M,Sweden,Handball,Silver,1
5130,"Johan Frederik ""Han"" Drijver",M,Netherlands,Hockey,Silver,1
5131,Johan Frederik Kobberup Andersen,M,Denmark,Canoeing,Silver,1
5132,Johan Fredrik Olin,M,Finland,Wrestling,Silver,1
5133,"Johan Frithiof Isidor ""John"" Svanberg (-Swanberg)",M,Sweden,Athletics,Silver,2
5134,Johan Hagbart Pedersen Grttumsbraaten,M,Norway,Cross Country Skiing,Silver,1
5135,Johan Harald Alfred Wallin,M,Vinga-1,Sailing,Silver,1
5136,Johan Hbner von Holst,M,Sweden,Shooting,Silver,3
5137,Johan Herbert Westermark,M,Sans Atout-1,Sailing,Silver,1
5138,Johan Jacob Greter,M,Netherlands,Equestrianism,Silver,1
5139,Johan Kenkhuis,M,Netherlands,Swimming,Silver,1
5140,"Johan Leonard ""Leon"" Lagerlf",M,Sweden,Shooting,Silver,1
5141,Johan Martin Ferner (Jacobsen-),M,Elisabeth X,Sailing,Silver,1
5142,Johan Mikael Jakobsson,M,Sweden,Handball,Silver,1
5143,Johan Mohr Faye,M,Fornebo,Sailing,Silver,1
5144,Johan Petter hln (Andersson-),M,Sweden,Curling,Silver,1
5145,"Johan Pietari ""Hannes"" Kolehmainen",M,Finland,Athletics,Silver,1
5146,Johan Robert Selfelt,M,Sweden,Equestrianism,Silver,1
5147,Johan Rudolf Svensson,M,Sweden,Wrestling,Silver,2
5148,Johan Sigvard Ericsson,M,Sweden,Speed Skating,Silver,1
5149,Johan Verner Weckman,M,Finland,Wrestling,Silver,1
5150,"Johann ""Hans"" Houschka",M,Austria,Handball,Silver,1
5151,"Johann ""Hans"" Tauscher",M,Austria,Handball,Silver,1
5152,"Johann Adolf Friedrich ""Hans"" Maier",M,Germany,Rowing,Silver,1
5153,"Johann Josef ""Hans"" Zehetner",M,Austria,Handball,Silver,1
5154,Johann Olav Koss,M,Norway,Speed Skating,Silver,1
5155,"Johanna Annechien ""Anneke"" Venema",F,Netherlands,Rowing,Silver,1
5156,"Johanna Dorotheo Maria ""Janneke"" Schopman",F,Netherlands,Hockey,Silver,1
5157,Johanna Hbner-Lttge (-Langer),F,Germany,Athletics,Silver,1
5158,"Johanna Maria ""Hannie"" Termeulen",F,Netherlands,Swimming,Silver,2
5159,Johanna Schaller-Klier,F,East Germany,Athletics,Silver,1
5160,"Johannes ""Hanns"" Braun",M,Germany,Athletics,Silver,2
5161,"Johannes ""Hans"" Eckstein",M,Germany,Water Polo,Silver,1
5162,"Johannes ""Hans"" Schwarzentruber",M,Switzerland,Gymnastics,Silver,1
5163,"Johannes ""Hans"" Wlpert",M,Germany,Weightlifting,Silver,1
5164,"Johannes ""Jo"" Kaiser",M,Germany,Athletics,Silver,1
5165,"Johannes ""Johs"" Harviken",M,Norway,Cross Country Skiing,Silver,1
5166,"Johannes Adrianus Albertus ""Jan"" Smeekens",M,Netherlands,Speed Skating,Silver,1
5167,"Johannes Baptist Nobertus ""Jan"" Pijnenburg",M,Netherlands,Cycling,Silver,1
5168,Johannes Birk,M,Denmark,Gymnastics,Silver,1
5169,Johannes Cornelis van Hoolwerff,M,Hollandia,Sailing,Silver,1
5170,Johannes Gandil,M,Denmark,Football,Silver,1
5171,Johannes Hansen,M,Denmark,Gymnastics,Silver,1
5172,"Johannes Hendrikus ""Jan"" Hengeveld",M,Netherlands,Tug-Of-War,Silver,1
5173,"Johannes Hendrikus ""Jan"" Jansen",M,Netherlands,Cycling,Silver,1
5174,Johannes Hester Lambertus Terwogt,M,Minerva Amsterdam,Rowing,Silver,1
5175,Johannes Larsen Vinther,M,Denmark,Gymnastics,Silver,1
5176,"Johannes Leonardus ""Jan"" Maas",M,Netherlands,Cycling,Silver,1
5177,"Johannes Martinus ""Martin"" van der Horst",M,Netherlands,Volleyball,Silver,1
5178,"Johannes Mikael ""Mikko"" Hyvrinen",M,Finland,Gymnastics,Silver,1
5179,Johannes Pedersen,M,Denmark,Gymnastics,Silver,1
5180,Johannes Rydzek,M,Germany,Nordic Combined,Silver,1
5181,Johannes Thomas,M,East Germany,Rowing,Silver,1
5182,"Johannes Willem ""Jan"" Brand",M,Netherlands,Hockey,Silver,1
5183,"John ""Jack"" Archer",M,Great Britain,Athletics,Silver,1
5184,"John ""Jack"" Douglas",M,Canada,Ice Hockey,Silver,1
5185,"John ""Jack"" Elliott",M,Great Britain,Boxing,Silver,1
5186,"John ""Jack"" Sullivan",M,St. Louis Amateur Athletic Association,Lacrosse,Silver,1
5187,"John ""Jack"" Wodehouse",M,Hurlingham-2,Polo,Silver,1
5188,"John ""Johnny"" Condon",M,Great Britain,Boxing,Silver,1
5189,"John ""Johnny"" Spillane",M,United States,Nordic Combined,Silver,3
5190,John (Herbert Crawford-) Copley (Williamson-),M,Great Britain,Art Competitions,Silver,1
5191,John Adolf Fredrik Zander,M,Sweden,Athletics,Silver,1
5192,"John Alan ""Johnny"" Wright",M,Great Britain,Boxing,Silver,1
5193,John Alan Campbell,M,Great Britain,Rowing,Silver,1
5194,John Albert Pelling,M,Great Britain,Fencing,Silver,1
5195,"John Alcorn ""James"" Rector",M,United States,Athletics,Silver,1
5196,John Allan Peterson,M,United States,Wrestling,Silver,1
5197,"John Arthur ""Art"" Langley",M,United States,Ice Hockey,Silver,1
5198,"John Arthur ""Jack"" Gregory",M,Great Britain,Athletics,Silver,1
5199,John Arthur Biller,M,United States,Athletics,Silver,1
5200,John Arthur Jarvis,M,Great Britain,Swimming,Silver,1
5201,John Arthur Ljunggren,M,Sweden,Athletics,Silver,1
5202,John Birnie Marshall,M,Australia,Swimming,Silver,1
5203,"John Bradley ""Brad"" Werenka",M,Canada,Ice Hockey,Silver,1
5204,"John Bright ""Jack"" Garrison",M,United States,Ice Hockey,Silver,1
5205,John C. Hein,M,United States,Wrestling,Silver,1
5206,John C. Yallop,M,Great Britain,Rowing,Silver,1
5207,John Carl Godina,M,United States,Athletics,Silver,1
5208,"John Carlyle ""Johnny"" Garrels",M,United States,Athletics,Silver,1
5209,John Cary Mykkanen,M,United States,Swimming,Silver,1
5210,"John Charles ""Barney"" Solomon",M,Cornwall,Rugby,Silver,1
5211,"John Charles ""Felix"" Badcock",M,Great Britain,Rowing,Silver,1
5212,John Clark LeClair,M,United States,Ice Hockey,Silver,1
5213,"John Clay Lovell, III",M,United States,Sailing,Silver,1
5214,John Cleve Livingston,M,United States,Rowing,Silver,1
5215,John Curtis Thomas,M,United States,Athletics,Silver,1
5216,John Dale Bennett,M,United States,Athletics,Silver,1
5217,John Danielsen,M,Denmark,Football,Silver,1
5218,"John David ""Jack"" Smith",M,Canada,Rowing,Silver,1
5219,John Deere Cady,M,Trans-Mississippi Golf Association-2,Golf,Silver,1
5220,John Desmond Dillon,M,Vision,Sailing,Silver,1
5221,John Dickinson McKinlay,M,United States,Rowing,Silver,1
5222,John Drummond Walker,M,"New College, Oxford-2",Rowing,Silver,1
5223,"John Duncan ""Jan"" Sturrock",M,Great Britain,Rowing,Silver,1
5224,"John Edward ""Jack"" London",M,Great Britain,Athletics,Silver,1
5225,"John Edward ""Jack"" Petroske",M,United States,Ice Hockey,Silver,1
5226,John Edward Mayasich,M,United States,Ice Hockey,Silver,1
5227,John Edward Merricks,M,Great Britain,Sailing,Silver,1
5228,John Edwin Whitaker,M,Great Britain,Equestrianism,Silver,1
5229,John Elsden Martin,M,Great Britain,Shooting,Silver,1
5230,John Emanuel Nyman,M,Sweden,Wrestling,Silver,1
5231,John Emory Cookman,M,United States,Ice Hockey,Silver,1
5232,"John Ephraim ""Jack"" Sibbit",M,Great Britain,Cycling,Silver,1
5233,John Fletcher Jellico,M,Mouchette-2,Sailing,Silver,1
5234,"John Francis ""Jack"" Mulhern",M,United States,Ice Hockey,Silver,1
5235,John Francis Cregan,M,United States,Athletics,Silver,1
5236,"John Frederick ""Jerry"" Cornes",M,Great Britain,Athletics,Silver,1
5237,"John Frederick Bissinger, Jr.",M,"New York Turnverein, New York",Gymnastics,Silver,1
5238,John Frederick Hencken,M,United States,Swimming,Silver,1
5239,John Frederick McLean,M,United States,Athletics,Silver,1
5240,"John Gatenby ""Jack"" Hatfield",M,Great Britain,Swimming,Silver,2
5241,John Graham Kenion,M,Mouchette-2,Sailing,Silver,1
5242,John Grey Hoben,M,Ravenswood Boat Club-2,Rowing,Silver,1
5243,John Hardress Lloyd,M,Ireland-3,Polo,Silver,1
5244,John Hartnett January,M,Christian Brothers' College-1,Football,Silver,1
5245,John Henry Birtles,M,Moseley Wanderers,Rugby,Silver,1
5246,John Henry Clay,M,Great Britain,Rowing,Silver,1
5247,John Henry Writer,M,United States,Shooting,Silver,1
5248,"John Horn ""Jack"" Riley",M,United States,Wrestling,Silver,1
5249,John Hugh Cooper,M,Great Britain,Athletics,Silver,2
5250,John Hurst Butt,M,Great Britain,Shooting,Silver,1
5251,John Hutchison Black,M,Canada,Shooting,Silver,1
5252,"John Jacob ""Jack"" Lauterwasser",M,Great Britain,Cycling,Silver,1
5253,John Jacob Weinzweig,M,Canada,Art Competitions,Silver,1
5254,John James Monckton,M,Australia,Swimming,Silver,1
5255,John James Shepherd,M,Great Britain,Tug-Of-War,Silver,1
5256,John Jesse James,M,Great Britain,Rowing,Silver,1
5257,"John Joseph ""Joe"" Nevin",M,Ireland,Boxing,Silver,1
5258,John Joseph Bertrand,M,United States,Sailing,Silver,1
5259,John Joseph Daly,M,Great Britain,Athletics,Silver,1
5260,John Joseph Flanagan,M,United States,Athletics,Silver,1
5261,John Joseph Francis Mulcahy,M,Atalanta Boat Club-2,Rowing,Silver,1
5262,John Joseph Gray,M,United States,Athletics,Silver,1
5263,"John Joseph Louis ""Jack"" Johnson, III",M,United States,Ice Hockey,Silver,1
5264,"John Joseph Lyons, Jr.",M,United States,Ice Hockey,Silver,1
5265,John Joseph Macionis,M,United States,Swimming,Silver,1
5266,John Joseph Wood,M,Canada,Canoeing,Silver,1
5267,John K. Coyle,M,United States,Short Track Speed Skating,Silver,1
5268,John Kelley Norton,M,United States,Athletics,Silver,1
5269,John Kenneth Middleton,M,Great Britain,Cycling,Silver,1
5270,John Klotz,M,Tan-Fe-Pah,Sailing,Silver,1
5271,John Lawrence Daley,M,United States,Boxing,Silver,1
5272,John Lincoln Eisele,M,United States,Athletics,Silver,1
5273,John Ludvig Mller (Larsen-),M,Norway,Shooting,Silver,1
5274,John M. Stephens,M,Australia,Baseball,Silver,1
5275,John MacMillan Stirling Lecky,M,Canada,Rowing,Silver,1
5276,John Malcolm Scott,M,Falcon IV,Sailing,Silver,1
5277,John Martin Pritchard,M,Great Britain,Rowing,Silver,1
5278,John Maurer Nelson,M,United States,Swimming,Silver,1
5279,John McGough,M,Great Britain,Athletics,Silver,1
5280,John McNally,M,Ireland,Boxing,Silver,1
5281,John Michael Nicholson,M,Australia,Cycling,Silver,1
5282,John Michael Noah,M,United States,Ice Hockey,Silver,1
5283,John Michael Plumb,M,United States,Equestrianism,Silver,4
5284,John Michael Russell,M,Great Britain,Rowing,Silver,1
5285,John Moffitt,M,United States,Athletics,Silver,1
5286,John Morris Peake,M,Great Britain,Hockey,Silver,1
5287,John Mugabi,M,Uganda,Boxing,Silver,1
5288,John O'Connell Siman,M,United States,Water Polo,Silver,1
5289,John Paul Kostecki,M,United States,Sailing,Silver,1
5290,John Paul Lyndon Regis,M,Great Britain,Athletics,Silver,1
5291,John Paul McCann,M,Ireland-3,Polo,Silver,1
5292,"John Peale ""Johnny"" Bent",M,United States,Ice Hockey,Silver,1
5293,John Peder Ditlev-Simonsen,M,Silja,Sailing,Silver,1
5294,John Percival Slim,M,Great Britain,Wrestling,Silver,1
5295,"John Peter ""Johnny"" Matchefts",M,United States,Ice Hockey,Silver,1
5296,John Phillips Naber,M,United States,Swimming,Silver,1
5297,John Pierce Chase,M,United States,Ice Hockey,Silver,1
5298,John Pitann Kinsella,M,United States,Swimming,Silver,1
5299,"John Raymond ""JR"" Ranch",M,Australia,Rowing,Silver,1
5300,John Reginald Keith Fenning,M,Leander Club-2,Rowing,Silver,1
5301,John Richard Terwilliger,M,United States,Rowing,Silver,1
5302,John Riegel DeWitt,M,United States,Athletics,Silver,1
5303,John Riley Maxwell,M,Trans-Mississippi Golf Association-2,Golf,Silver,1
5304,"John Robert ""J. R."" Celski",M,United States,Short Track Speed Skating,Silver,1
5305,John Robert Forbes,M,Australia,Sailing,Silver,1
5306,John Roderick Bestall,M,Australia,Hockey,Silver,1
5307,John Russell Pope,M,United States,Art Competitions,Silver,1
5308,John Russell Welchli,M,United States,Rowing,Silver,1
5309,"John Rutherford ""Jack"" Heaton",M,United States,Skeleton,Silver,2
5310,"John Schofield ""Jack"" Guest",M,Canada,Rowing,Silver,1
5311,John Scott Leary,M,United States,Swimming,Silver,1
5312,John Selwin Calverley,M,Brynhild-2,Sailing,Silver,1
5313,John Sewell,M,Great Britain,Tug-Of-War,Silver,1
5314,John Sidney Reid,M,Comanche,Sailing,Silver,1
5315,John Skrataas,M,Norway,Gymnastics,Silver,1
5316,John Stuart Stillings,M,United States,Rowing,Silver,1
5317,John Thomas Devitt,M,Australia,Swimming,Silver,1
5318,John Treacy,M,Ireland,Athletics,Silver,1
5319,John Trevaskis,M,Cornwall,Rugby,Silver,1
5320,John Waldrip Kolius,M,United States,Sailing,Silver,1
5321,John Wesley Price,M,Comanche,Sailing,Silver,1
5322,"John Wilfrid ""Johnny"" Loaring",M,Canada,Athletics,Silver,1
5323,"John William ""Jack"" Peterson",M,Ireland-2,Hockey,Silver,1
5324,John William Goodman,M,Australia,Athletics,Silver,1
5325,John William Grieb,M,United States,Gymnastics,Silver,1
5326,John William Kirk,M,England-1,Cycling,Silver,1
5327,John William Steffensen,M,Australia,Athletics,Silver,1
5328,John Zoltan Sumegi,M,Australia,Canoeing,Silver,1
5329,John-John Dohmen,M,Belgium,Hockey,Silver,1
5330,Johnson Parker-Smith,M,Great Britain,Lacrosse,Silver,1
5331,Joko Krekovi,M,Croatia,Water Polo,Silver,1
5332,Jol Georges Chenal Jacquet,M,France,Alpine Skiing,Silver,1
5333,Jon Howard Svendsen,M,United States,Water Polo,Silver,1
5334,Jon Istad,M,Norway,Biathlon,Silver,1
5335,Jonas Daniel Gustav Kllman,M,Sweden,Handball,Silver,1
5336,Jonas Erik Larholm,M,Sweden,Handball,Silver,1
5337,Jonas Hgh Christensen,M,Denmark,Sailing,Silver,1
5338,Jonas epulis,M,Soviet Union,Boxing,Silver,1
5339,"Jonathan ""Joe"" Glanfield",M,Great Britain,Sailing,Silver,2
5340,"Jonathan A. ""Jon"" Drummond",M,United States,Athletics,Silver,1
5341,Jonathan Alan Horton,M,United States,Gymnastics,Silver,1
5342,"Jonathan Callum ""Jonny"" Brownlee",M,Great Britain,Triathlon,Silver,1
5343,Jonathan David Edwards,M,Great Britain,Athletics,Silver,1
