,Name,Sex,Team,Sport,Medal,Medal_Count
5101,Julie Bresset,F,France,Cycling,Gold,1
5102,Julie Gail Towers (-Richardson),F,Australia,Hockey,Gold,1
5103,Julie M. Smith,F,United States,Softball,Gold,1
5104,Julie Maurine Foudy,F,United States,Football,Gold,2
5105,Julie Schmitt (-Knabel),F,Germany,Gymnastics,Gold,1
5106,Julien Absalon,M,France,Cycling,Gold,2
5107,Julien Louis Brul,M,France,Archery,Gold,1
5108,Julien Pillet,M,France,Fencing,Gold,2
5109,Juliet Haslam,F,Australia,Hockey,Gold,2
5110,Julio Csar La Cruz Peraza,M,Cuba,Boxing,Gold,1
5111,Julio Garca Fernndez los Ros,M,Spain,Equestrianism,Gold,1
5112,Julius Brink,M,Germany-1,Beach Volleyball,Gold,1
5113,Julius Carl Fritz Manteuffel,M,Germany,Gymnastics,Gold,2
5114,Julius Ferninand Skutnabb,M,Finland,Speed Skating,Gold,1
5115,"Julius Gustav Albert ""Bert"" Schneider",M,Canada,Boxing,Gold,1
5116,Julius Helmut Braselmann,M,Germany,Handball,Gold,1
5117,Julius Kariuki,M,Kenya,Athletics,Gold,1
5118,Julius Korir,M,Kenya,Athletics,Gold,1
5119,Julius Lenhart,M,Austria,Gymnastics,Gold,1
5120,Julius Lenhart,M,"Philadelphia Turngemeinde, Philadelphia",Gymnastics,Gold,1
5121,"Julius Olaissen ""Jul"" Braathe (Olaissen-)",M,Norway,Shooting,Gold,1
5122,Julius Sang,M,Kenya,Athletics,Gold,1
5123,Julius Shareef Abdur-Rahim,M,United States,Basketball,Gold,1
5124,Jung Jae-Eun,F,South Korea,Taekwondo,Gold,1
5125,Jungo Morita,M,Japan,Volleyball,Gold,1
5126,Juri Yokoyama (-Nishikawa),F,Japan,Volleyball,Gold,1
5127,Jury Dimitri Chechi,M,Italy,Gymnastics,Gold,1
5128,Justin Alexander Gatlin,M,United States,Athletics,Gold,1
5129,Justin Bradley Olsen,M,United States-1,Bobsleigh,Gold,1
5130,Justin Grant Huish,M,United States,Archery,Gold,2
5131,Justin Peter Rose,M,Great Britain,Golf,Gold,1
5132,Justine Dufour-Lapointe,F,Canada,Freestyle Skiing,Gold,1
5133,Justine Henin-Hardenne,F,Belgium,Tennis,Gold,1
5134,Justus Ketchum Smith,M,United States,Rowing,Gold,1
5135,Justyna Kowalczyk,F,Poland,Cross Country Skiing,Gold,2
5136,Jutta Behrendt (Hampe-),F,East Germany,Rowing,Gold,1
5137,Jutta Lau,F,East Germany,Rowing,Gold,2
5138,Jutta Ploch (-Schenk),F,East Germany,Rowing,Gold,1
5139,Jyrki Heikki Jrvi,M,Finland,Sailing,Gold,1
5140,Jzef Grudzie,M,Poland,Boxing,Gold,1
5141,Jzef Klukowski,M,Poland,Art Competitions,Gold,1
5142,Jzef Szmidt (-Schmidt),M,Poland,Athletics,Gold,2
5143,Jzef Zapdzki,M,Poland,Shooting,Gold,2
5144,Jzsef Bozsik,M,Hungary,Football,Gold,1
5145,Jzsef Csermk,M,Hungary,Athletics,Gold,1
5146,Jzsef Gelei,M,Hungary,Football,Gold,1
5147,Jzsef Rdy,M,Hungary,Fencing,Gold,1
5148,Jzsef Szab,M,Hungary,Swimming,Gold,1
5149,Jzsef Vrtesy (Vrbel-),M,Hungary,Water Polo,Gold,1
5150,Jzsef Zakaris,M,Hungary,Football,Gold,1
5151,Jzsef nody,M,Hungary,Swimming,Gold,1
5152,K. C. Jones,M,United States,Basketball,Gold,1
5153,Kaarlo Anton Koskelo (pl-),M,Finland,Wrestling,Gold,1
5154,Kaarlo Edvin Mkinen,M,Finland,Wrestling,Gold,1
5155,"Kaarlo Johan Jalmari ""Kalle"" Anttila",M,Finland,Wrestling,Gold,2
5156,Kaarlo Olavi Kangasniemi,M,Finland,Weightlifting,Gold,1
5157,Kahena Kunze,F,Brazil,Sailing,Gold,1
5158,Kai Alexander Szelig,M,Germany-2,Bobsleigh,Gold,1
5159,Kaija Marja Mustonen,F,Finland,Speed Skating,Gold,1
5160,Kaillie Humphries (Simondson-),F,Canada-1,Bobsleigh,Gold,2
5161,Kaitlin Shea Sandeno (-Hogan),F,United States,Swimming,Gold,1
5162,Kaitlyn Brooke Farrington,F,United States,Snowboarding,Gold,1
5163,Kaitlyn Lawes,F,Canada,Curling,Gold,1
5164,Kaj Tapio Rautavaara,M,Finland,Athletics,Gold,1
5165,Kaleigh Gilchrist,F,United States,Water Polo,Gold,1
5166,Kalevi Johannes Laitinen,M,Finland,Gymnastics,Gold,1
5167,Kalevi Nikolai Hmlinen,M,Finland,Cross Country Skiing,Gold,1
5168,Kalimullah Khan,M,Pakistan,Hockey,Gold,1
5169,Kalle Jalkanen,M,Finland,Cross Country Skiing,Gold,1
5170,Kamandar Bafaliyevich Madzhidov,M,Soviet Union,Wrestling,Gold,1
5171,"Kameryn Louise ""Kami"" Craig",F,United States,Water Polo,Gold,2
5172,Kamil Wiktor Stoch,M,Poland,Ski Jumping,Gold,2
5173,Kamila Skolimowska,F,Poland,Athletics,Gold,1
5174,Kanybek Osmonaliyevich Osmonaliyev,M,Soviet Union,Weightlifting,Gold,1
5175,Kaori Icho,F,Japan,Wrestling,Gold,4
5176,Kaori Matsumoto,F,Japan,Judo,Gold,1
5177,Kara Elizabeth Wolters (-Drinan),F,United States,Basketball,Gold,1
5178,Kara Marie Lawson,F,United States,Basketball,Gold,1
5179,Karam Mohamed Gaber Ibrahim,M,Egypt,Wrestling,Gold,1
5180,"Karel Mejta, Sr.",M,Czechoslovakia,Rowing,Gold,1
5181,Karen Brdsgaard,F,Denmark,Handball,Gold,2
5182,Karen Elizabeth Marsden,F,Australia,Hockey,Gold,1
5183,Karen Elizabeth Stives,F,United States,Equestrianism,Gold,1
5184,Karen Hoff,F,Denmark,Canoeing,Gold,1
5185,Karen Julia Josephson,F,United States,Synchronized Swimming,Gold,1
5186,Karen Margrethe Harup (-Petersen),F,Denmark,Swimming,Gold,1
5187,"Karen Patricia ""Pat"" Spurgin (-Pitney)",F,United States,Shooting,Gold,1
5188,Karen Patricia Moe-Thornton (-Humphreys),F,United States,Swimming,Gold,1
5189,Kari Aalvik Grimsb,F,Norway,Handball,Gold,2
5190,Kari Mette Johansen,F,Norway,Handball,Gold,2
5191,Kari Traa,F,Norway,Freestyle Skiing,Gold,1
5192,Karim Florent Laghouag,M,France,Equestrianism,Gold,1
5193,Karin Elisabet Lindberg (-Lindn),F,Sweden,Gymnastics,Gold,1
5194,"Karin Enke-Kania (-Busch-, -Richter)",F,East Germany,Speed Skating,Gold,3
5195,Karin Janz (-Bttner),F,East Germany,Gymnastics,Gold,2
5196,Karin Metze (-Ulbricht),F,East Germany,Rowing,Gold,2
5197,Karin Richert-Balzer,F,Germany,Athletics,Gold,1
5198,Karin rnhj Mortensen,F,Denmark,Handball,Gold,2
5199,Karina Borisovna Aznavuryan,F,Russia,Fencing,Gold,2
5200,Karine Martine Ruby,F,France,Snowboarding,Gold,1
5201,Karl Alfred Markus Schwarzmann,M,Germany,Gymnastics,Gold,3
5202,Karl Algot Lnn,M,Sweden,Cycling,Gold,1
5203,Karl Arvid Andersson (-Holtman),M,Sweden,Gymnastics,Gold,1
5204,Karl August Petri,M,Germany,Fencing,Gold,1
5205,Karl Axel Patrik Norling,M,Sweden,Gymnastics,Gold,2
5206,Karl Bertil Emanuel Nordahl,M,Sweden,Football,Gold,1
5207,Karl Bhre,M,Germany,Water Polo,Gold,1
5208,Karl Daniel Thobias Fredriksson,M,Sweden,Cross Country Skiing,Gold,1
5209,Karl DeWitt Warner,M,United States,Athletics,Gold,1
5210,Karl Edmund Lindmark,M,Sweden,Gymnastics,Gold,1
5211,Karl Emil Julius Ulrich Salchow,M,Sweden,Figure Skating,Gold,1
5212,Karl F. Schchlin,M,Switzerland,Rowing,Gold,1
5213,Karl Folke Frln,M,Sweden,Equestrianism,Gold,1
5214,"Karl Fredrik ""Charles"" Ericksen",M,Norway,Wrestling,Gold,1
5215,Karl Frei,M,Switzerland,Gymnastics,Gold,1
5216,Karl Fritz Lindahl,M,Sweden,Gymnastics,Gold,1
5217,Karl Gsta sbrink,M,Sweden,Gymnastics,Gold,1
5218,Karl Gunnar Larsson,M,Sweden,Swimming,Gold,2
5219,Karl Gustaf Vilhelm Staaf (Johansson-),M,Denmark/Sweden,Tug-Of-War,Gold,1
5220,Karl Gustav Herbert Freij,M,Sweden,Wrestling,Gold,1
5221,Karl Hein,M,Germany,Athletics,Gold,1
5222,Karl Heinz Henrichs,M,Germany,Cycling,Gold,1
5223,Karl Hermann Gotthard Handrick,M,Germany,Modern Pentathlon,Gold,1
5224,Karl Hugo Wieslander,M,Sweden,Athletics,Gold,1
5225,Karl James Dorsey,M,Angelita,Sailing,Gold,1
5226,Karl Johan Haagensen,M,Norway,Gymnastics,Gold,1
5227,Karl Josef Landsberg,M,Sweden,Cycling,Gold,1
5228,Karl Kreutzberg,M,Germany,Handball,Gold,1
5229,Karl Link,M,Germany,Cycling,Gold,1
5230,Karl Malone,M,United States,Basketball,Gold,2
5231,Karl Martin Alois Schfer,M,Austria,Figure Skating,Gold,2
5232,Karl Mikael Samuelsson,M,Sweden,Ice Hockey,Gold,1
5233,Karl Mikael Tellqvist,M,Sweden,Ice Hockey,Gold,1
5234,Karl Neukirch,M,Germany,Gymnastics,Gold,2
5235,Karl Oskar Ragnar Malm,M,Sweden,Cycling,Gold,1
5236,Karl Osvald Moberg,M,Sweden,Gymnastics,Gold,1
5237,Karl Ragnar Skanker (Eriksson-),M,Sweden,Shooting,Gold,1
5238,Karl Ronnie Sundin,M,Sweden,Ice Hockey,Gold,1
5239,Karl Schnabl,M,Austria,Ski Jumping,Gold,1
5240,Karl Schulze,M,Germany,Rowing,Gold,2
5241,Karl Telford Frederick,M,United States,Shooting,Gold,3
5242,Karl Tore William Thoresson,M,Sweden,Gymnastics,Gold,1
5243,Karl ke Seyffarth,M,Sweden,Speed Skating,Gold,1
5244,Karl-Erik Nilsson,M,Sweden,Wrestling,Gold,1
5245,Karl-Erik Svensson,M,Sweden,Gymnastics,Gold,1
5246,Karl-Gustaf Vingqvist,M,Sweden,Gymnastics,Gold,1
5247,Karl-Heinrich Erich Moritz von Groddeck,M,Germany,Rowing,Gold,1
5248,Karl-Heinz Buert,M,East Germany,Rowing,Gold,1
5249,Karl-Heinz Danielowski,M,East Germany,Rowing,Gold,1
5250,Karl-Heinz Hopp,M,Germany,Rowing,Gold,1
5251,Karl-Heinz Prudhl,M,East Germany,Rowing,Gold,1
5252,Karl-Heinz Radschinsky,M,West Germany,Weightlifting,Gold,1
5253,Karl-Johan Svensson (Sarland),M,Sweden,Gymnastics,Gold,2
5254,"Karl-Martin ""Martin"" Lauer",M,Germany,Athletics,Gold,1
5255,Karl-ke Asph,M,Sweden,Cross Country Skiing,Gold,1
5256,"Karlheinz ""Heinz"" Renneberg",M,Germany,Rowing,Gold,1
5257,Karlheinz Smieszek,M,West Germany,Shooting,Gold,1
5258,Karlo Stipani,M,Yugoslavia,Water Polo,Gold,1
5259,Karolina Andreyevna Sevastyanova,F,Russia,Rhythmic Gymnastics,Gold,1
5260,"Karoline ""Lina"" Radke-Batschauer",F,Germany,Athletics,Gold,1
5261,Karoline Charlotte Dyhre Breivang,F,Norway,Handball,Gold,2
5262,Karsten Brannasch,M,Germany-2,Bobsleigh,Gold,1
5263,Karsten Schmeling,M,East Germany,Rowing,Gold,1
5264,Karyn L. Bye (-Dietz),F,United States,Ice Hockey,Gold,1
5265,Kaspar Fredrik Hassel,M,Heira II,Sailing,Gold,1
5266,Kasper Sndergaard Sarup,M,Denmark,Handball,Gold,1
5267,Katalin Juhsz-Nagy (-Tth),F,Hungary,Fencing,Gold,1
5268,Katalin Kovcs,F,Hungary,Canoeing,Gold,3
5269,"Katalin Szke (Homonnai-, -Markovits, -Domjan)",F,Hungary,Swimming,Gold,2
5270,"Katarina ""Kati"" Wilhelm",F,Germany,Biathlon,Gold,3
5271,Katarina Witt,F,East Germany,Figure Skating,Gold,2
5272,Kate Elizabeth Slatter (-Allen),F,Australia,Rowing,Gold,1
5273,Kate Jon-Marie Hooper,F,Australia,Water Polo,Gold,1
5274,"Kate Ruth ""Katie"" Allen",F,Australia,Hockey,Gold,1
5275,Kateina Krkov-Emmons,F,Czech Republic,Shooting,Gold,1
5276,Kateina Neumannov,F,Czech Republic,Cross Country Skiing,Gold,1
5277,Katelin Snyder (-Guregian),F,United States,Rowing,Gold,1
5278,Kateryna Mykolavna Tarasenko,F,Ukraine,Rowing,Gold,1
5279,Kateryna Olehivna Serebrianska,F,Ukraine,Rhythmic Gymnastics,Gold,1
5280,Kateryna Serhivna Kuryshko (-Nahirna),F,Soviet Union,Canoeing,Gold,1
5281,"Katherine ""Kate"" Starre",F,Australia,Hockey,Gold,2
5282,Katherine Jane Grainger,F,Great Britain,Rowing,Gold,1
5283,"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",F,Austria,Triathlon,Gold,1
5284,"Katherine Marie ""Katie"" Weatherston",F,Canada,Ice Hockey,Gold,1
5285,"Katherine May ""Katie"" Smith",F,United States,Basketball,Gold,3
5286,"Katherine Sarah ""Kat"" Copeland",F,Great Britain,Rowing,Gold,1
5287,"Kathleen ""Kathy"" Ellis (-Landgraf, -Greer)",F,United States,Swimming,Gold,2
5288,"Kathleen ""Katie"" Taylor",F,Ireland,Boxing,Gold,1
5289,"Kathleen ""Kitty"" McKane (-Godfree)",F,Great Britain,Tennis,Gold,1
5290,Kathleen Anne Partridge,F,Australia,Hockey,Gold,1
5291,Kathleen Baker,F,United States,Swimming,Gold,1
5292,"Kathleen Genevieve ""Katie"" Ledecky",F,United States,Swimming,Gold,5
5293,Kathleen Joan Heddle,F,Canada,Rowing,Gold,3
5294,Kathleen Nord (-Schwartz),F,East Germany,Swimming,Gold,1
5295,Kathrin Boron (-Kppen),F,Germany,Rowing,Gold,4
5296,Kathrin Haacker,F,East Germany,Rowing,Gold,1
5297,"Kathrin Louise ""Kate"" Richardson-Walsh",F,Great Britain,Hockey,Gold,1
5298,"Kathryn ""Katie"" King",F,United States,Ice Hockey,Gold,1
5299,"Kathryn Anne ""Kathy"" Watt",F,Australia,Cycling,Gold,1
5300,"Kathryn Elliott ""Kathy"" Keeler (-Parker)",F,United States,Rowing,Gold,1
5301,"Kathryn Michele ""Kate"" Sobrero-Markgraf",F,United States,Football,Gold,2
5302,"Kathryn Suzanne ""Katy"" Steding",F,United States,Basketball,Gold,1
5303,Kathy Kreiner (-Phillips),F,Canada,Alpine Skiing,Gold,1
5304,Katie Louise Archibald,F,Great Britain,Cycling,Gold,1
5305,Katinka Hossz,F,Hungary,Swimming,Gold,3
5306,Katja Johanna Alice Nyberg,F,Norway,Handball,Gold,1
5307,Katja Seizinger (-Weber),F,Germany,Alpine Skiing,Gold,3
5308,Katrin Apel,F,Germany,Biathlon,Gold,2
5309,Katrin Mattscherodt,F,Germany,Speed Skating,Gold,1
5310,Katrin Meiner,F,East Germany,Swimming,Gold,2
5311,Katrin Rutschow-Stomporowski,F,Germany,Rowing,Gold,2
5312,Katrin Wagner-Augustin,F,Germany,Canoeing,Gold,4
5313,Katrina Felicia McClain (-Johnson),F,United States,Basketball,Gold,2
5314,"Katrina Maree ""Triny"" Powell",F,Australia,Hockey,Gold,2
5315,Katrine Fruelund,F,Denmark,Handball,Gold,2
5316,Katrine Lunde Haraldsen,F,Norway,Handball,Gold,2
5317,Katsuko Kanesaka (-Tanaka),F,Japan,Volleyball,Gold,1
5318,Katsumi Matsumura (-Tida),F,Japan,Volleyball,Gold,1
5319,Katsutoshi Nekoda,M,Japan,Volleyball,Gold,1
5320,Kay Bluhm,M,Germany,Canoeing,Gold,3
5321,Kay Frances Worthington (-Teti),F,Canada,Rowing,Gold,2
5322,Kaye Marie Hall (-Greff),F,United States,Swimming,Gold,2
5323,Kayla Harrison,F,United States,Judo,Gold,2
5324,Kazimierz Deyna,M,Poland,Football,Gold,1
5325,Kazimierz Kmiecik,M,Poland,Football,Gold,1
5326,Kazimierz Lipie,M,Poland,Wrestling,Gold,1
5327,Kazimierz Sylwester Padzior,M,Poland,Boxing,Gold,1
5328,Kazimierz Wierzyski,M,Poland,Art Competitions,Gold,1
5329,Kazm Ayvaz,M,Turkey,Wrestling,Gold,1
5330,Kazuhiro Ninomiya,M,Japan,Judo,Gold,1
5331,Kazuyoshi Funaki,M,Japan,Ski Jumping,Gold,2
5332,"Keena Ruth Rothhammer (-Weisbly, -Zorovich)",F,United States,Swimming,Gold,1
5333,Keiji Suzuki,M,Japan,Judo,Gold,1
5334,Keith Charles Trask,M,New Zealand,Rowing,Gold,1
5335,Kelley Maureen O'Hara,F,United States,Football,Gold,1
5336,Kellogg Kennon Venable Casey,M,United States,Shooting,Gold,1
5337,Kelly Bchard,F,Canada,Ice Hockey,Gold,1
5338,Kelly Clark,F,United States,Snowboarding,Gold,1
5339,Kelly Holmes,F,Great Britain,Athletics,Gold,2
5340,Kelly Jeromy Willie,M,United States,Athletics,Gold,1
5341,Kelly Kretschman,F,United States,Softball,Gold,1
5342,Kelly Kristen Rulon,F,United States,Water Polo,Gold,1
5343,Kelly Maria Jonker,F,Netherlands,Hockey,Gold,1
5344,Kelpo Olavi Grndahl,M,Finland,Wrestling,Gold,1
5345,Kelsi Worrell,F,United States,Swimming,Gold,1
5346,Kemar Bailey-Cole,M,Jamaica,Athletics,Gold,2
5347,Kendall Duane Cross,M,United States,Wrestling,Gold,1
5348,Kenenisa Bekele Beyecha,M,Ethiopia,Athletics,Gold,3
5349,Kenji Kimura,M,Japan,Volleyball,Gold,1
5350,Kenji Ogiwara,M,Japan,Nordic Combined,Gold,2
5351,Kenji Shimaoka,M,Japan,Volleyball,Gold,1
5352,"Kennedy Kane ""Ken"" McArthur",M,South Africa,Athletics,Gold,1
5353,Kennedy McKinney,M,United States,Boxing,Gold,1
5354,"Kenneth ""Ken"" Myers",M,United States,Rowing,Gold,1
5355,"Kenneth Alan ""Kenny"" Carr",M,United States,Basketball,Gold,1
5356,Kenneth Anton Carey,M,Angelita,Sailing,Gold,1
5357,"Kenneth Arlington ""Ken"" Morrow",M,United States,Ice Hockey,Gold,1
5358,Kenneth Braaten,M,Norway,Nordic Combined,Gold,1
5359,"Kenneth Charles ""Ken"" Henry",M,United States,Speed Skating,Gold,1
5360,"Kenneth Dale ""Kenny"" Monday",M,United States,Wrestling,Gold,1
5361,"Kenneth Eliot ""Ken"" Flach",M,United States,Tennis,Gold,1
5362,"Kenneth Herman ""Kenny"" Rollins",M,United States,Basketball,Gold,1
5363,"Kenneth Joseph ""Ken"" Matthews",M,Great Britain,Athletics,Gold,1
5364,"Kenneth L. ""Kenny"" Brokenburr",M,United States,Athletics,Gold,1
5365,"Kenneth Marshall ""Ken"" Walsh",M,United States,Swimming,Gold,2
5366,Kenneth Mattias hlund,M,Sweden,Ice Hockey,Gold,1
5367,"Kenneth Maxwell ""Ken"" Wallace",M,Australia,Canoeing,Gold,1
5368,"Kenneth Paine ""Ken"" Edwards",M,Western Golf Association-1,Golf,Gold,1
5369,Kenneth Reginald Gunnery Hunt,M,Great Britain,Football,Gold,1
5370,"Kenneth Robert ""Ken"" Sitzberger",M,United States,Diving,Gold,1
5371,"Kenneth Strath ""Ken"" Moore",M,Canada,Ice Hockey,Gold,1
5372,Kent C. Steffes,M,United States-1,Beach Volleyball,Gold,1
5373,Kent Roger Hansson,M,Sweden,Ice Hockey,Gold,1
5374,Kenzo Nakamura,M,Japan,Judo,Gold,1
5375,Kenzo Shirai,M,Japan,Gymnastics,Gold,1
5376,Kerri Allyson Strug (-Fischer),F,United States,Gymnastics,Gold,1
5377,Kerri Lee Walsh Jennings,F,United States-1,Beach Volleyball,Gold,3
5378,Kerri-Ann Pottharst,F,Australia-1,Beach Volleyball,Gold,1
5379,Kerrin Anne Lee-Gartner,F,Canada,Alpine Skiing,Gold,1
5380,Kerron Stephon Clement,M,United States,Athletics,Gold,2
5381,"Kerry Lorenzo ""Kenny"" Harrison",M,United States,Athletics,Gold,1
5382,Kerry Simmonds,F,United States,Rowing,Gold,1
5383,"Kersten Neisser (-Kpke, -Kriesel)",F,East Germany,Rowing,Gold,1
5384,Kerstin Frster (Pieloth-),F,East Germany,Rowing,Gold,1
5385,Kerstin Kowalski-El-Qalqili,F,Germany,Rowing,Gold,2
5386,Kerstin Kppen (Kosbab-),F,Germany,Rowing,Gold,2
5387,Kerstin Mller,F,Germany,Rowing,Gold,1
5388,Keshav Chandra Dutt,M,India,Hockey,Gold,2
5389,Keshia Chantay Baker (-Kirtz),F,United States,Athletics,Gold,1
5390,Keshorn Walcott,M,Trinidad and Tobago,Athletics,Gold,1
5391,Keston Bledman,M,Trinidad and Tobago,Athletics,Gold,1
5392,Ketevan Losaberidze,F,Soviet Union,Archery,Gold,1
5393,Kevin Andre Jackson,M,United States,Wrestling,Gold,1
5394,Kevin Bernard Robinzine,M,United States,Athletics,Gold,1
5395,Kevin Christopher Hansen,M,United States,Volleyball,Gold,1
5396,Kevin Cordes,M,United States,Swimming,Gold,1
5397,Kevin Curtis Young,M,United States,Athletics,Gold,1
5398,Kevin John Berry,M,Australia,Swimming,Gold,1
5399,Kevin John Nichols,M,Australia,Cycling,Gold,1
5400,Kevin Kuske,M,Germany-1,Bobsleigh,Gold,3
5401,Kevin Kuske,M,Germany-2,Bobsleigh,Gold,1
5402,Kevin Lobdell Burnham,M,United States,Sailing,Gold,1
5403,Kevin Martin,M,Canada,Curling,Gold,1
5404,Kevin Maurice Garnett,M,United States,Basketball,Gold,1
5405,Kevin Neufeld,M,Canada,Rowing,Gold,1
5406,Kevin O'Halloran,M,Australia,Swimming,Gold,1
5407,Kevin Richard Light,M,Canada,Rowing,Gold,1
5408,Kevin Staut,M,France,Equestrianism,Gold,1
5409,Kevin Wayne Durant,M,United States,Basketball,Gold,2
5410,Kevin Wesley Love,M,United States,Basketball,Gold,1
5411,Khadr El-Sayed El-Touni,M,Egypt,Weightlifting,Gold,1
5412,Khadzhimurat Saygidmagomedovich Magomedov,M,Russia,Wrestling,Gold,1
5413,Khadzhimurat Soltanovich Gatsalov,M,Russia,Wrestling,Gold,1
5414,Khalid Hamid,M,Pakistan,Hockey,Gold,1
5415,Khalid Skah,M,Morocco,Athletics,Gold,1
5416,Khasan Magometovich Khalmurzayev,M,Russia,Judo,Gold,1
5417,Khasan Makharbekovich Baroyev,M,Russia,Wrestling,Gold,1
5418,Khasan Murselov Isaev,M,Bulgaria,Wrestling,Gold,1
5419,Khristo Ganchev Markov,M,Bulgaria,Athletics,Gold,1
5420,Khristos Tsirigotakis,M,"Large boat, Central Naval Prep School ""Poros""-1",Rowing,Gold,1
5421,Khurshid Aslam,M,Pakistan,Hockey,Gold,1
5422,Ki Bo-Bae,F,South Korea,Archery,Gold,3
5423,Kianoush Rostami,M,Iran,Weightlifting,Gold,1
5424,Kieran Martin West,M,Great Britain,Rowing,Gold,1
5425,Kieren John Perkins,M,Australia,Swimming,Gold,2
5426,Kiley Neushul,F,United States,Water Polo,Gold,1
5427,Kim A-Lang,F,South Korea,Short Track Speed Skating,Gold,1
5428,Kim Cheong-Tae,M,South Korea,Archery,Gold,1
5429,Kim Chun-Rye,F,South Korea,Handball,Gold,1
5430,Kim Dong-Ju,M,South Korea,Baseball,Gold,1
5431,Kim Dong-Mun,M,South Korea-1,Badminton,Gold,1
5432,Kim Dong-Mun,M,South Korea-2,Badminton,Gold,1
5433,Kim Dong-Seong,M,South Korea,Short Track Speed Skating,Gold,1
5434,Kim Gi-Hun,M,South Korea,Short Track Speed Skating,Gold,3
5435,Kim Gwang-Hyeon,M,South Korea,Baseball,Gold,1
5436,Kim Gwang-Seon,M,South Korea,Boxing,Gold,1
5437,Kim Gyeong-Hun,M,South Korea,Taekwondo,Gold,1
5438,Kim Gyeong-Sun,F,South Korea,Handball,Gold,1
5439,Kim Gyeong-Uk,F,South Korea,Archery,Gold,2
5440,Kim Hwa-Suk,F,South Korea,Handball,Gold,1
5441,Kim Hyeon-Mi,F,South Korea,Handball,Gold,1
5442,Kim Hyeon-Su,M,South Korea,Baseball,Gold,1
5443,Kim Hyeon-Wu,M,South Korea,Wrestling,Gold,1
5444,Kim Il-Ong,M,North Korea,Wrestling,Gold,2
5445,Kim Jae-Beom,M,South Korea,Judo,Gold,1
5446,Kim Jae-Yeop,M,South Korea,Judo,Gold,1
5447,Kim Jang-Mi,F,South Korea,Shooting,Gold,1
5448,Kim Jeong-Hwan,M,South Korea,Fencing,Gold,1
5449,Kim Ji-Yeon,F,South Korea,Fencing,Gold,1
5450,Kim Jo-Sun,F,South Korea,Archery,Gold,1
5451,Kim Lammers,F,Netherlands,Hockey,Gold,1
5452,Kim Ly Maher,F,United States,Softball,Gold,1
5453,Kim Maree Small (-Tuckwell),F,Australia,Hockey,Gold,1
5454,Kim Mi-Jeong,F,South Korea,Judo,Gold,1
5455,Kim Mi-Suk,F,South Korea,Handball,Gold,1
5456,Kim Min-Jae,M,South Korea,Baseball,Gold,1
5457,Kim Mun-Su,M,South Korea-1,Badminton,Gold,1
5458,Kim Myeong-Sun,F,South Korea,Handball,Gold,1
5459,Kim Nam-Sun,F,South Korea,Archery,Gold,1
5460,Kim So-Hui,F,South Korea,Short Track Speed Skating,Gold,1
5461,Kim So-Hui,F,South Korea,Taekwondo,Gold,1
5462,Kim St-Pierre,F,Canada,Ice Hockey,Gold,3
5463,Kim Su-Nyeong,F,South Korea,Archery,Gold,4
5464,Kim Un-Guk,M,North Korea,Weightlifting,Gold,1
5465,Kim Won-Gi,M,South Korea,Wrestling,Gold,1
5466,Kim Woo-Jin,M,South Korea,Archery,Gold,1
5467,Kim Yeong-Ho,M,South Korea,Fencing,Gold,1
5468,Kim Yeong-Nam,M,South Korea,Wrestling,Gold,1
5469,Kim Yun-Mi,F,South Korea,Short Track Speed Skating,Gold,2
5470,"Kimberley ""Kim"" Crow-Brennan",F,Australia,Rowing,Gold,1
5471,"Kimberley Marie ""Kim"" Peyton (-McDonald)",F,United States,Swimming,Gold,2
5472,"Kimberly A. ""Kim"" Black",F,United States,Swimming,Gold,1
5473,"Kimberly Duane ""Kim"" Mulkey (-Robertson-)",F,United States,Basketball,Gold,1
5474,"Kimberly Elaine ""Kim"" Graham (-Miller)",F,United States,Athletics,Gold,1
5475,"Kimberly Susan ""Kim"" Rhode (-Harryman)",F,United States,Shooting,Gold,3
5476,Kinga Czigny,F,Hungary,Canoeing,Gold,1
5477,Kinuko Tanida (-Idogawa),F,Japan,Volleyball,Gold,1
5478,"Kipchoge Hezekieh ""Kip"" Keino",M,Kenya,Athletics,Gold,2
5479,Kira Walkenhorst,F,Germany-1,Beach Volleyball,Gold,1
5480,Kirani James,M,Grenada,Athletics,Gold,1
5481,Kirsten Irene Merian van der Kolk (-Aardewijn),F,Netherlands,Rowing,Gold,1
5482,Kirsten Wenzel (-Strohbach),F,East Germany,Rowing,Gold,1
5483,Kirsty Leigh Coventry (-Seward),F,Zimbabwe,Swimming,Gold,2
5484,Kishan Lal,M,India,Hockey,Gold,1
5485,Kitione Taliga,M,Fiji,Rugby Sevens,Gold,1
5486,Kitty van Male,F,Netherlands,Hockey,Gold,1
5487,Kiyomi Kato,M,Japan,Wrestling,Gold,1
5488,Kiyomi Kato (-Nakamura),F,Japan,Volleyball,Gold,1
5489,Kjell Bertil Gunnar Rosn,M,Sweden,Football,Gold,1
5490,Kjell Daniel Rydmark,M,Sweden,Ice Hockey,Gold,1
5491,Kjetil Andr Aamodt,M,Norway,Alpine Skiing,Gold,4
5492,Kjetil Jansrud,M,Norway,Alpine Skiing,Gold,1
5493,Klaes Karppinen,M,Finland,Cross Country Skiing,Gold,1
